time ;cntrlvar 110;tempf 555500000;httemp 555000101;httemp 555002501;httemp 555005001;httemp 555000108;httemp 555002508;httemp 555005008;httemp 555002501;httemp 555002502;httemp 555002503;httemp 555002504;httemp 555002505;httemp 555002506;httemp 555002507;httemp 555002508;httemp 555002509;httemp 555002510;tempf 555250000;cntrlvar 120;httemp 555000101;httemp 555000201;httemp 555000401;httemp 555000501;httemp 555000601;httemp 555000701;httemp 555000801;httemp 555000901;httemp 555001001;httemp 555001101;httemp 555001201;httemp 555001301;httemp 555001401;httemp 555001501;httemp 555001601;httemp 555001701;httemp 555001801;httemp 555001901;httemp 555002001;httemp 555002101;httemp 555002201;httemp 555002301;httemp 555002401;httemp 555002501;httemp 555002601;httemp 555002701;httemp 555002801;httemp 555002901;httemp 555003001;httemp 555003101;httemp 555003201;httemp 555003301;httemp 555003401;httemp 555003501;httemp 555003601;httemp 555003701;httemp 555003801;httemp 555003901;httemp 555004001;httemp 555004101;httemp 555004201;httemp 555004301;httemp 555004401;httemp 555004501;httemp 555004601;httemp 555004701;httemp 555004801;httemp 555004901;httemp 555005001;htmode 555000101;htmode 555000201;htmode 555000301;htmode 555000401;htmode 555000501;htmode 555000601;htmode 555000701;htmode 555000801;htmode 555000901;htmode 555001001;htmode 555001101;htmode 555001201;htmode 555001301;htmode 555001401;htmode 555001501;htmode 555001601;htmode 555001701;htmode 555001801;htmode 555001901;htmode 555002001;htmode 555002101;htmode 555002201;htmode 555002301;htmode 555002401;htmode 555002501;htmode 555002601;htmode 555002701;htmode 555002801;htmode 555002901;htmode 555003001;htmode 555003101;htmode 555003201;htmode 555003301;htmode 555003401;htmode 555003501;htmode 555003601;htmode 555003701;htmode 555003801;htmode 555003901;htmode 555004001;htmode 555004101;htmode 555004201;htmode 555004301;htmode 555004401;htmode 555004501;htmode 555004601;htmode 555004701;htmode 555004801;htmode 555004901;htmode 555005001
2.750671e+01;6.505833e+01;5.996392e+02;7.615837e+02;2.558888e+03;6.980856e+02;5.699999e+02;9.851517e+02;6.014038e+02;2.558888e+03;2.535136e+03;2.462893e+03;2.339548e+03;2.160564e+03;1.927195e+03;1.647652e+03;9.851517e+02;9.692636e+02;9.542487e+02;5.849001e+02;7.733688e-01;7.615837e+02;9.183307e+02;1.203444e+03;1.331773e+03;1.452199e+03;1.565251e+03;1.670559e+03;1.768029e+03;1.857317e+03;1.938990e+03;2.013166e+03;2.079942e+03;2.139652e+03;2.192565e+03;2.239554e+03;2.280656e+03;2.315808e+03;2.345392e+03;2.369867e+03;2.389406e+03;2.538115e+03;2.550108e+03;2.557021e+03;2.558888e+03;2.555684e+03;2.547356e+03;2.533789e+03;2.514894e+03;2.490533e+03;2.460489e+03;2.287153e+03;2.246879e+03;2.200637e+03;2.148466e+03;2.089717e+03;2.023693e+03;1.950264e+03;1.869337e+03;1.780769e+03;1.683989e+03;1.579250e+03;1.466773e+03;1.346858e+03;1.219289e+03;1.081829e+03;9.358113e+02;7.801447e+02;6.980417e+02;6.980856e+02;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00
2.801107e+01;6.515350e+01;5.996851e+02;7.595923e+02;2.561800e+03;6.956437e+02;5.699568e+02;9.859407e+02;6.014022e+02;2.561800e+03;2.537972e+03;2.465479e+03;2.341744e+03;2.162207e+03;1.928239e+03;1.648082e+03;9.859407e+02;9.700302e+02;9.549928e+02;5.849247e+02;7.734234e-01;7.595923e+02;9.174986e+02;1.204094e+03;1.332866e+03;1.453623e+03;1.566904e+03;1.672344e+03;1.769863e+03;1.859146e+03;1.940794e+03;2.014923e+03;2.081648e+03;2.141277e+03;2.194140e+03;2.241090e+03;2.282131e+03;2.317237e+03;2.346782e+03;2.371235e+03;2.390756e+03;2.540929e+03;2.552945e+03;2.559895e+03;2.561800e+03;2.558636e+03;2.550352e+03;2.536836e+03;2.517985e+03;2.493671e+03;2.463683e+03;2.288672e+03;2.248478e+03;2.202282e+03;2.150163e+03;2.091505e+03;2.025532e+03;1.952161e+03;1.871274e+03;1.782718e+03;1.685894e+03;1.581028e+03;1.468340e+03;1.348104e+03;1.220107e+03;1.082033e+03;9.351860e+02;7.783951e+02;6.956005e+02;6.956437e+02;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00
2.850790e+01;6.524068e+01;5.997271e+02;7.576877e+02;2.564483e+03;6.933047e+02;5.699157e+02;9.866664e+02;6.013987e+02;2.564483e+03;2.540585e+03;2.467860e+03;2.343765e+03;2.163717e+03;1.929196e+03;1.648475e+03;9.866664e+02;9.707352e+02;9.556772e+02;5.849473e+02;7.734734e-01;7.576877e+02;9.167068e+02;1.204706e+03;1.333892e+03;1.454954e+03;1.568443e+03;1.673999e+03;1.771557e+03;1.860829e+03;1.942448e+03;2.016529e+03;2.083203e+03;2.142754e+03;2.195569e+03;2.242481e+03;2.283463e+03;2.318524e+03;2.348036e+03;2.372468e+03;2.391971e+03;2.543517e+03;2.555556e+03;2.562540e+03;2.564483e+03;2.561358e+03;2.553113e+03;2.539649e+03;2.520840e+03;2.496570e+03;2.466635e+03;2.290046e+03;2.249928e+03;2.203777e+03;2.151708e+03;2.093136e+03;2.027212e+03;1.953902e+03;1.873058e+03;1.784518e+03;1.687662e+03;1.582686e+03;1.469806e+03;1.349275e+03;1.220880e+03;1.082228e+03;9.345928e+02;7.767237e+02;6.932620e+02;6.933047e+02;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00
2.901226e+01;6.532298e+01;5.997668e+02;7.558101e+02;2.567030e+03;6.909947e+02;5.698752e+02;9.873543e+02;6.013936e+02;2.567030e+03;2.543065e+03;2.470120e+03;2.345683e+03;2.165148e+03;1.930102e+03;1.648844e+03;9.873543e+02;9.714034e+02;9.563259e+02;5.849684e+02;7.735208e-01;7.558101e+02;9.159304e+02;1.205301e+03;1.334884e+03;1.456237e+03;1.569919e+03;1.675582e+03;1.773170e+03;1.862425e+03;1.944011e+03;2.018042e+03;2.084665e+03;2.144138e+03;2.196906e+03;2.243780e+03;2.284704e+03;2.319720e+03;2.349201e+03;2.373612e+03;2.393099e+03;2.545970e+03;2.558032e+03;2.565051e+03;2.567030e+03;2.563943e+03;2.555738e+03;2.542323e+03;2.523556e+03;2.499331e+03;2.469448e+03;2.291328e+03;2.251284e+03;2.205176e+03;2.153158e+03;2.094671e+03;2.028795e+03;1.955548e+03;1.874753e+03;1.786233e+03;1.689353e+03;1.584277e+03;1.471219e+03;1.350410e+03;1.221633e+03;1.082419e+03;9.340127e+02;7.750781e+02;6.909526e+02;6.909947e+02;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00
2.950910e+01;6.539837e+01;5.998031e+02;7.540140e+02;2.569376e+03;6.887802e+02;5.698366e+02;9.879871e+02;6.013872e+02;2.569376e+03;2.545350e+03;2.472199e+03;2.347438e+03;2.166471e+03;1.930934e+03;1.649181e+03;9.879871e+02;9.720181e+02;9.569225e+02;5.849879e+02;7.735642e-01;7.540140e+02;9.151915e+02;1.205862e+03;1.335815e+03;1.457435e+03;1.571294e+03;1.677050e+03;1.774660e+03;1.863894e+03;1.945444e+03;2.019424e+03;2.085998e+03;2.145396e+03;2.198118e+03;2.244956e+03;2.285826e+03;2.320799e+03;2.350252e+03;2.374644e+03;2.394115e+03;2.548222e+03;2.560311e+03;2.567362e+03;2.569376e+03;2.566326e+03;2.558159e+03;2.544792e+03;2.526065e+03;2.501881e+03;2.472047e+03;2.292489e+03;2.252514e+03;2.206448e+03;2.154477e+03;2.096071e+03;2.030243e+03;1.957058e+03;1.876313e+03;1.787816e+03;1.690923e+03;1.585761e+03;1.472540e+03;1.351476e+03;1.222345e+03;1.082602e+03;9.334623e+02;7.735058e+02;6.887386e+02;6.887802e+02;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00
3.000593e+01;6.546851e+01;5.998369e+02;7.522692e+02;2.571570e+03;6.866243e+02;5.697992e+02;9.885786e+02;6.013796e+02;2.571570e+03;2.547485e+03;2.474139e+03;2.349070e+03;2.167713e+03;1.931713e+03;1.649496e+03;9.885786e+02;9.725927e+02;9.574802e+02;5.850059e+02;7.736046e-01;7.522692e+02;9.144776e+02;1.206399e+03;1.336703e+03;1.458573e+03;1.572593e+03;1.678432e+03;1.776057e+03;1.865266e+03;1.946778e+03;2.020708e+03;2.087232e+03;2.146556e+03;2.199235e+03;2.246038e+03;2.286855e+03;2.321788e+03;2.351215e+03;2.375588e+03;2.395044e+03;2.550325e+03;2.562442e+03;2.569524e+03;2.571570e+03;2.568556e+03;2.560426e+03;2.547101e+03;2.528418e+03;2.504275e+03;2.474488e+03;2.293555e+03;2.253648e+03;2.207621e+03;2.155697e+03;2.097369e+03;2.031588e+03;1.958466e+03;1.877773e+03;1.789300e+03;1.692403e+03;1.587165e+03;1.473795e+03;1.352493e+03;1.223027e+03;1.082779e+03;9.329318e+02;7.719802e+02;6.865833e+02;6.866243e+02;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00
3.051030e+01;6.553474e+01;5.998688e+02;7.505489e+02;2.573650e+03;6.844938e+02;5.697623e+02;9.891398e+02;6.013706e+02;2.573650e+03;2.549509e+03;2.475975e+03;2.350614e+03;2.168891e+03;1.932453e+03;1.649794e+03;9.891398e+02;9.731379e+02;9.580094e+02;5.850229e+02;7.736428e-01;7.505489e+02;9.137774e+02;1.206921e+03;1.337561e+03;1.459670e+03;1.573839e+03;1.679753e+03;1.777387e+03;1.866567e+03;1.948038e+03;2.021916e+03;2.088392e+03;2.147644e+03;2.200279e+03;2.247048e+03;2.287814e+03;2.322707e+03;2.352109e+03;2.376465e+03;2.395906e+03;2.552318e+03;2.564462e+03;2.571574e+03;2.573650e+03;2.570674e+03;2.562581e+03;2.549294e+03;2.530657e+03;2.506554e+03;2.476813e+03;2.294550e+03;2.254707e+03;2.208719e+03;2.156841e+03;2.098589e+03;2.032856e+03;1.959796e+03;1.879158e+03;1.790711e+03;1.693817e+03;1.588514e+03;1.475006e+03;1.353478e+03;1.223691e+03;1.082953e+03;9.324130e+02;7.704777e+02;6.844533e+02;6.844938e+02;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00
3.100713e+01;6.559539e+01;5.998980e+02;7.489028e+02;2.575563e+03;6.824505e+02;5.697271e+02;9.896567e+02;6.013608e+02;2.575563e+03;2.551369e+03;2.477663e+03;2.352034e+03;2.169975e+03;1.933135e+03;1.650068e+03;9.896567e+02;9.736400e+02;9.584966e+02;5.850384e+02;7.736779e-01;7.489028e+02;9.131111e+02;1.207413e+03;1.338366e+03;1.460695e+03;1.574998e+03;1.680977e+03;1.778615e+03;1.867764e+03;1.949193e+03;2.023020e+03;2.089450e+03;2.148632e+03;2.201226e+03;2.247962e+03;2.288680e+03;2.323536e+03;2.352916e+03;2.377255e+03;2.396682e+03;2.554151e+03;2.566322e+03;2.573461e+03;2.575563e+03;2.572623e+03;2.564569e+03;2.551318e+03;2.532724e+03;2.508660e+03;2.478962e+03;2.295451e+03;2.255668e+03;2.209717e+03;2.157882e+03;2.099702e+03;2.034015e+03;1.961017e+03;1.880434e+03;1.792013e+03;1.695128e+03;1.589770e+03;1.476138e+03;1.354404e+03;1.224319e+03;1.083118e+03;9.319204e+02;7.690417e+02;6.824105e+02;6.824505e+02;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00
3.151150e+01;6.565265e+01;5.999255e+02;7.472796e+02;2.577376e+03;6.804307e+02;5.696924e+02;9.901470e+02;6.013499e+02;2.577376e+03;2.553132e+03;2.479262e+03;2.353380e+03;2.171002e+03;1.933781e+03;1.650328e+03;9.901470e+02;9.741163e+02;9.589589e+02;5.850530e+02;7.737111e-01;7.472796e+02;9.124576e+02;1.207891e+03;1.339145e+03;1.461682e+03;1.576109e+03;1.682146e+03;1.779783e+03;1.868898e+03;1.950283e+03;2.024056e+03;2.090443e+03;2.149557e+03;2.202111e+03;2.248815e+03;2.289487e+03;2.324308e+03;2.353666e+03;2.377989e+03;2.397402e+03;2.555889e+03;2.568085e+03;2.575248e+03;2.577376e+03;2.574472e+03;2.566458e+03;2.553242e+03;2.534691e+03;2.510665e+03;2.481010e+03;2.296291e+03;2.256566e+03;2.210651e+03;2.158858e+03;2.100748e+03;2.035108e+03;1.962171e+03;1.881645e+03;1.793253e+03;1.696381e+03;1.590976e+03;1.477230e+03;1.355300e+03;1.224930e+03;1.083281e+03;9.314386e+02;7.676272e+02;6.803912e+02;6.804307e+02;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00
3.200833e+01;6.570510e+01;5.999508e+02;7.457262e+02;2.579042e+03;6.784930e+02;5.696592e+02;9.905983e+02;6.013384e+02;2.579042e+03;2.554753e+03;2.480732e+03;2.354617e+03;2.171948e+03;1.934376e+03;1.650567e+03;9.905983e+02;9.745546e+02;9.593843e+02;5.850664e+02;7.737415e-01;7.457262e+02;9.118358e+02;1.208342e+03;1.339876e+03;1.462605e+03;1.577143e+03;1.683230e+03;1.780861e+03;1.869941e+03;1.951283e+03;2.025000e+03;2.091348e+03;2.150397e+03;2.202914e+03;2.249588e+03;2.290215e+03;2.325003e+03;2.354341e+03;2.378650e+03;2.398050e+03;2.557488e+03;2.569708e+03;2.576891e+03;2.579042e+03;2.576172e+03;2.568199e+03;2.555017e+03;2.536508e+03;2.512518e+03;2.482903e+03;2.297051e+03;2.257380e+03;2.211500e+03;2.159746e+03;2.101703e+03;2.036108e+03;1.963229e+03;1.882760e+03;1.794397e+03;1.697543e+03;1.592100e+03;1.478251e+03;1.356142e+03;1.225506e+03;1.083436e+03;9.309812e+02;7.662751e+02;6.784542e+02;6.784930e+02;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00
3.250517e+01;6.575389e+01;5.999742e+02;7.442167e+02;2.580599e+03;6.766055e+02;5.696271e+02;9.910201e+02;6.013262e+02;2.580599e+03;2.556267e+03;2.482106e+03;2.355773e+03;2.172831e+03;1.934931e+03;1.650789e+03;9.910201e+02;9.749642e+02;9.597819e+02;5.850789e+02;7.737699e-01;7.442167e+02;9.112347e+02;1.208774e+03;1.340572e+03;1.463481e+03;1.578120e+03;1.684250e+03;1.781872e+03;1.870916e+03;1.952212e+03;2.025875e+03;2.092187e+03;2.151173e+03;2.203654e+03;2.250298e+03;2.290884e+03;2.325641e+03;2.354960e+03;2.379254e+03;2.398642e+03;2.558982e+03;2.571225e+03;2.578424e+03;2.580599e+03;2.577761e+03;2.569830e+03;2.556681e+03;2.538212e+03;2.514257e+03;2.484681e+03;2.297749e+03;2.258130e+03;2.212282e+03;2.160567e+03;2.102587e+03;2.037037e+03;1.964215e+03;1.883802e+03;1.795471e+03;1.698638e+03;1.593163e+03;1.479222e+03;1.356945e+03;1.226060e+03;1.083586e+03;9.305402e+02;7.649625e+02;6.765671e+02;6.766055e+02;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00
3.300953e+01;6.579994e+01;5.999964e+02;7.427278e+02;2.582075e+03;6.747390e+02;5.695953e+02;9.914199e+02;6.013131e+02;2.582075e+03;2.557703e+03;2.483408e+03;2.356869e+03;2.173668e+03;1.935457e+03;1.650999e+03;9.914199e+02;9.753526e+02;9.601588e+02;5.850906e+02;7.737966e-01;7.427278e+02;9.106453e+02;1.209194e+03;1.341246e+03;1.464325e+03;1.579057e+03;1.685225e+03;1.782834e+03;1.871839e+03;1.953090e+03;2.026697e+03;2.092974e+03;2.151899e+03;2.204345e+03;2.250961e+03;2.291507e+03;2.326234e+03;2.355535e+03;2.379816e+03;2.399192e+03;2.560398e+03;2.572664e+03;2.579876e+03;2.582075e+03;2.579268e+03;2.571378e+03;2.558264e+03;2.539833e+03;2.515913e+03;2.486375e+03;2.298400e+03;2.258830e+03;2.213014e+03;2.161337e+03;2.103418e+03;2.037913e+03;1.965146e+03;1.884791e+03;1.796493e+03;1.699684e+03;1.594183e+03;1.480157e+03;1.357722e+03;1.226598e+03;1.083733e+03;9.301086e+02;7.636694e+02;6.747010e+02;6.747390e+02;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00
3.350637e+01;6.584211e+01;6.000167e+02;7.413027e+02;2.583433e+03;6.729474e+02;5.695651e+02;9.917877e+02;6.012997e+02;2.583433e+03;2.559023e+03;2.484605e+03;2.357877e+03;2.174438e+03;1.935940e+03;1.651192e+03;9.917877e+02;9.757098e+02;9.605055e+02;5.851013e+02;7.738212e-01;7.413027e+02;9.100842e+02;1.209589e+03;1.341877e+03;1.465113e+03;1.579929e+03;1.686127e+03;1.783721e+03;1.872688e+03;1.953894e+03;2.027448e+03;2.093691e+03;2.152558e+03;2.204971e+03;2.251561e+03;2.292069e+03;2.326769e+03;2.356053e+03;2.380322e+03;2.399687e+03;2.561701e+03;2.573987e+03;2.581211e+03;2.583433e+03;2.580654e+03;2.572803e+03;2.559724e+03;2.541329e+03;2.517442e+03;2.487940e+03;2.298990e+03;2.259466e+03;2.213679e+03;2.162037e+03;2.104176e+03;2.038714e+03;1.966001e+03;1.885701e+03;1.797437e+03;1.700654e+03;1.595133e+03;1.481032e+03;1.358452e+03;1.227105e+03;1.083874e+03;9.296987e+02;7.624329e+02;6.729100e+02;6.729474e+02;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;7.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00;2.000000e+00
