# time , p 555010000, p 555020000, p 555030000, p 555040000, p 555050000, p 555060000, p 555070000, p 555080000, p 555090000, p 555100000, p 555110000, p 555120000, p 555130000, p 555140000, p 555150000, p 555160000, p 555170000, p 555180000, p 555190000, p 555200000, p 555210000, p 555220000, p 555230000, p 555240000, p 555250000, p 555260000, p 555270000, p 555280000, p 555290000, p 555300000, p 555310000, p 555320000, p 555330000, p 555340000, p 555350000, p 555360000, p 555370000, p 555380000, p 555390000, p 555400000, p 555410000, p 555420000, p 555430000, p 555440000, p 555450000, p 555460000, p 555470000, p 555480000, p 555490000, p 555500000, tempf 555010000, tempf 555020000, tempf 555030000, tempf 555040000, tempf 555050000, tempf 555060000, tempf 555070000, tempf 555080000, tempf 555090000, tempf 555100000, tempf 555110000, tempf 555120000, tempf 555130000, tempf 555140000, tempf 555150000, tempf 555160000, tempf 555170000, tempf 555180000, tempf 555190000, tempf 555200000, tempf 555210000, tempf 555220000, tempf 555230000, tempf 555240000, tempf 555250000, tempf 555260000, tempf 555270000, tempf 555280000, tempf 555290000, tempf 555300000, tempf 555310000, tempf 555320000, tempf 555330000, tempf 555340000, tempf 555350000, tempf 555360000, tempf 555370000, tempf 555380000, tempf 555390000, tempf 555400000, tempf 555410000, tempf 555420000, tempf 555430000, tempf 555440000, tempf 555450000, tempf 555460000, tempf 555470000, tempf 555480000, tempf 555490000, tempf 555500000
2.550813e+01, 1.539769e+07, 1.539617e+07, 1.539466e+07, 1.539314e+07, 1.539162e+07, 1.539011e+07, 1.538859e+07, 1.538708e+07, 1.538556e+07, 1.538404e+07, 1.538253e+07, 1.538101e+07, 1.537950e+07, 1.537798e+07, 1.537646e+07, 1.537495e+07, 1.537343e+07, 1.537192e+07, 1.537040e+07, 1.536888e+07, 1.536737e+07, 1.536585e+07, 1.536434e+07, 1.536282e+07, 1.536130e+07, 1.535979e+07, 1.535827e+07, 1.535676e+07, 1.535524e+07, 1.535372e+07, 1.535221e+07, 1.535069e+07, 1.534918e+07, 1.534766e+07, 1.534614e+07, 1.534463e+07, 1.534311e+07, 1.534160e+07, 1.534008e+07, 1.533856e+07, 1.533705e+07, 1.533553e+07, 1.533402e+07, 1.533250e+07, 1.533098e+07, 1.532947e+07, 1.532795e+07, 1.532644e+07, 1.532492e+07, 1.532340e+07, 5.662078e+02, 5.662075e+02, 5.662072e+02, 5.662068e+02, 5.662065e+02, 5.662062e+02, 5.662058e+02, 5.662055e+02, 5.662051e+02, 5.662048e+02, 5.662045e+02, 5.662042e+02, 5.662039e+02, 5.662035e+02, 5.662032e+02, 5.662029e+02, 5.662025e+02, 5.662022e+02, 5.662019e+02, 5.662015e+02, 5.662012e+02, 5.662009e+02, 5.662006e+02, 5.662003e+02, 5.661999e+02, 5.661996e+02, 5.661992e+02, 5.661989e+02, 5.661986e+02, 5.661982e+02, 5.661979e+02, 5.661976e+02, 5.661973e+02, 5.661970e+02, 5.661966e+02, 5.661963e+02, 5.661959e+02, 5.661956e+02, 5.661953e+02, 5.661949e+02, 5.661946e+02, 5.661943e+02, 5.661940e+02, 5.661937e+02, 5.661933e+02, 5.661930e+02, 5.661926e+02, 5.661923e+02, 5.661920e+02, 5.661917e+02
2.601254e+01, 1.539769e+07, 1.539617e+07, 1.539466e+07, 1.539314e+07, 1.539163e+07, 1.539011e+07, 1.538859e+07, 1.538708e+07, 1.538556e+07, 1.538405e+07, 1.538253e+07, 1.538101e+07, 1.537950e+07, 1.537798e+07, 1.537647e+07, 1.537495e+07, 1.537343e+07, 1.537192e+07, 1.537040e+07, 1.536889e+07, 1.536737e+07, 1.536585e+07, 1.536434e+07, 1.536282e+07, 1.536131e+07, 1.535979e+07, 1.535827e+07, 1.535676e+07, 1.535524e+07, 1.535373e+07, 1.535221e+07, 1.535069e+07, 1.534918e+07, 1.534766e+07, 1.534615e+07, 1.534463e+07, 1.534311e+07, 1.534160e+07, 1.534008e+07, 1.533856e+07, 1.533705e+07, 1.533553e+07, 1.533402e+07, 1.533250e+07, 1.533098e+07, 1.532947e+07, 1.532795e+07, 1.532644e+07, 1.532492e+07, 1.532340e+07, 5.662078e+02, 5.662075e+02, 5.662072e+02, 5.662068e+02, 5.662065e+02, 5.662062e+02, 5.662058e+02, 5.662055e+02, 5.662051e+02, 5.662048e+02, 5.662045e+02, 5.662042e+02, 5.662039e+02, 5.662035e+02, 5.662032e+02, 5.662029e+02, 5.662025e+02, 5.662022e+02, 5.662019e+02, 5.662015e+02, 5.662012e+02, 5.662009e+02, 5.662006e+02, 5.662003e+02, 5.661999e+02, 5.661996e+02, 5.661992e+02, 5.661989e+02, 5.661986e+02, 5.661982e+02, 5.661979e+02, 5.661976e+02, 5.661973e+02, 5.661970e+02, 5.661966e+02, 5.661963e+02, 5.661959e+02, 5.661956e+02, 5.661953e+02, 5.661949e+02, 5.661946e+02, 5.661943e+02, 5.661940e+02, 5.661937e+02, 5.661933e+02, 5.661930e+02, 5.661927e+02, 5.661923e+02, 5.661920e+02, 5.661917e+02
2.650942e+01, 1.539769e+07, 1.539618e+07, 1.539466e+07, 1.539314e+07, 1.539163e+07, 1.539011e+07, 1.538860e+07, 1.538708e+07, 1.538556e+07, 1.538405e+07, 1.538253e+07, 1.538102e+07, 1.537950e+07, 1.537798e+07, 1.537647e+07, 1.537495e+07, 1.537344e+07, 1.537192e+07, 1.537040e+07, 1.536889e+07, 1.536737e+07, 1.536586e+07, 1.536434e+07, 1.536282e+07, 1.536131e+07, 1.535979e+07, 1.535828e+07, 1.535676e+07, 1.535524e+07, 1.535373e+07, 1.535221e+07, 1.535070e+07, 1.534918e+07, 1.534766e+07, 1.534615e+07, 1.534463e+07, 1.534312e+07, 1.534160e+07, 1.534008e+07, 1.533857e+07, 1.533705e+07, 1.533554e+07, 1.533402e+07, 1.533250e+07, 1.533099e+07, 1.532947e+07, 1.532796e+07, 1.532644e+07, 1.532492e+07, 1.532341e+07, 5.662078e+02, 5.662075e+02, 5.662072e+02, 5.662068e+02, 5.662065e+02, 5.662062e+02, 5.662058e+02, 5.662055e+02, 5.662051e+02, 5.662048e+02, 5.662045e+02, 5.662042e+02, 5.662039e+02, 5.662036e+02, 5.662032e+02, 5.662029e+02, 5.662025e+02, 5.662022e+02, 5.662019e+02, 5.662015e+02, 5.662012e+02, 5.662009e+02, 5.662006e+02, 5.662003e+02, 5.661999e+02, 5.661996e+02, 5.661992e+02, 5.661989e+02, 5.661986e+02, 5.661982e+02, 5.661979e+02, 5.661976e+02, 5.661973e+02, 5.661970e+02, 5.661966e+02, 5.661963e+02, 5.661959e+02, 5.661956e+02, 5.661953e+02, 5.661949e+02, 5.661946e+02, 5.661943e+02, 5.661940e+02, 5.661937e+02, 5.661933e+02, 5.661930e+02, 5.661927e+02, 5.661923e+02, 5.661920e+02, 5.661917e+02
2.701383e+01, 1.539770e+07, 1.539618e+07, 1.539466e+07, 1.539315e+07, 1.539163e+07, 1.539011e+07, 1.538860e+07, 1.538708e+07, 1.538557e+07, 1.538405e+07, 1.538253e+07, 1.538102e+07, 1.537950e+07, 1.537799e+07, 1.537647e+07, 1.537495e+07, 1.537344e+07, 1.537192e+07, 1.537040e+07, 1.536889e+07, 1.536737e+07, 1.536586e+07, 1.536434e+07, 1.536282e+07, 1.536131e+07, 1.535979e+07, 1.535828e+07, 1.535676e+07, 1.535524e+07, 1.535373e+07, 1.535221e+07, 1.535070e+07, 1.534918e+07, 1.534766e+07, 1.534615e+07, 1.534463e+07, 1.534312e+07, 1.534160e+07, 1.534008e+07, 1.533857e+07, 1.533705e+07, 1.533554e+07, 1.533402e+07, 1.533250e+07, 1.533099e+07, 1.532947e+07, 1.532796e+07, 1.532644e+07, 1.532492e+07, 1.532341e+07, 5.662078e+02, 5.662075e+02, 5.662072e+02, 5.662068e+02, 5.662065e+02, 5.662062e+02, 5.662058e+02, 5.662055e+02, 5.662051e+02, 5.662048e+02, 5.662045e+02, 5.662042e+02, 5.662039e+02, 5.662036e+02, 5.662032e+02, 5.662029e+02, 5.662025e+02, 5.662022e+02, 5.662019e+02, 5.662015e+02, 5.662012e+02, 5.662009e+02, 5.662006e+02, 5.662003e+02, 5.661999e+02, 5.661996e+02, 5.661992e+02, 5.661989e+02, 5.661986e+02, 5.661982e+02, 5.661979e+02, 5.661976e+02, 5.661973e+02, 5.661970e+02, 5.661966e+02, 5.661963e+02, 5.661959e+02, 5.661956e+02, 5.661953e+02, 5.661949e+02, 5.661946e+02, 5.661943e+02, 5.661940e+02, 5.661937e+02, 5.661933e+02, 5.661930e+02, 5.661927e+02, 5.661923e+02, 5.661920e+02, 5.661917e+02
2.751072e+01, 1.539770e+07, 1.539618e+07, 1.539466e+07, 1.539315e+07, 1.539163e+07, 1.539012e+07, 1.538860e+07, 1.538708e+07, 1.538557e+07, 1.538405e+07, 1.538254e+07, 1.538102e+07, 1.537950e+07, 1.537799e+07, 1.537647e+07, 1.537496e+07, 1.537344e+07, 1.537192e+07, 1.537041e+07, 1.536889e+07, 1.536738e+07, 1.536586e+07, 1.536434e+07, 1.536283e+07, 1.536131e+07, 1.535980e+07, 1.535828e+07, 1.535676e+07, 1.535525e+07, 1.535373e+07, 1.535222e+07, 1.535070e+07, 1.534918e+07, 1.534767e+07, 1.534615e+07, 1.534464e+07, 1.534312e+07, 1.534160e+07, 1.534009e+07, 1.533857e+07, 1.533705e+07, 1.533554e+07, 1.533402e+07, 1.533251e+07, 1.533099e+07, 1.532947e+07, 1.532796e+07, 1.532644e+07, 1.532493e+07, 1.532341e+07, 5.662078e+02, 5.662075e+02, 5.662072e+02, 5.662068e+02, 5.662065e+02, 5.662062e+02, 5.662058e+02, 5.662055e+02, 5.662051e+02, 5.662048e+02, 5.662045e+02, 5.662042e+02, 5.662039e+02, 5.662036e+02, 5.662032e+02, 5.662029e+02, 5.662025e+02, 5.662022e+02, 5.662019e+02, 5.662015e+02, 5.662012e+02, 5.662009e+02, 5.662006e+02, 5.662003e+02, 5.661999e+02, 5.661996e+02, 5.661992e+02, 5.661989e+02, 5.661986e+02, 5.661982e+02, 5.661979e+02, 5.661976e+02, 5.661973e+02, 5.661970e+02, 5.661966e+02, 5.661963e+02, 5.661959e+02, 5.661956e+02, 5.661953e+02, 5.661949e+02, 5.661946e+02, 5.661943e+02, 5.661940e+02, 5.661937e+02, 5.661933e+02, 5.661930e+02, 5.661927e+02, 5.661923e+02, 5.661920e+02, 5.661917e+02
2.800760e+01, 1.539770e+07, 1.539618e+07, 1.539466e+07, 1.539315e+07, 1.539163e+07, 1.539012e+07, 1.538860e+07, 1.538708e+07, 1.538557e+07, 1.538405e+07, 1.538254e+07, 1.538102e+07, 1.537950e+07, 1.537799e+07, 1.537647e+07, 1.537496e+07, 1.537344e+07, 1.537192e+07, 1.537041e+07, 1.536889e+07, 1.536738e+07, 1.536586e+07, 1.536434e+07, 1.536283e+07, 1.536131e+07, 1.535980e+07, 1.535828e+07, 1.535676e+07, 1.535525e+07, 1.535373e+07, 1.535222e+07, 1.535070e+07, 1.534918e+07, 1.534767e+07, 1.534615e+07, 1.534464e+07, 1.534312e+07, 1.534160e+07, 1.534009e+07, 1.533857e+07, 1.533706e+07, 1.533554e+07, 1.533402e+07, 1.533251e+07, 1.533099e+07, 1.532948e+07, 1.532796e+07, 1.532644e+07, 1.532493e+07, 1.532341e+07, 5.662078e+02, 5.662075e+02, 5.662072e+02, 5.662068e+02, 5.662065e+02, 5.662062e+02, 5.662058e+02, 5.662055e+02, 5.662051e+02, 5.662048e+02, 5.662045e+02, 5.662042e+02, 5.662039e+02, 5.662036e+02, 5.662032e+02, 5.662029e+02, 5.662025e+02, 5.662022e+02, 5.662019e+02, 5.662015e+02, 5.662012e+02, 5.662009e+02, 5.662006e+02, 5.662003e+02, 5.661999e+02, 5.661996e+02, 5.661992e+02, 5.661989e+02, 5.661986e+02, 5.661982e+02, 5.661979e+02, 5.661976e+02, 5.661973e+02, 5.661970e+02, 5.661966e+02, 5.661963e+02, 5.661959e+02, 5.661956e+02, 5.661953e+02, 5.661949e+02, 5.661946e+02, 5.661943e+02, 5.661940e+02, 5.661937e+02, 5.661933e+02, 5.661930e+02, 5.661927e+02, 5.661923e+02, 5.661920e+02, 5.661917e+02
2.851201e+01, 1.539770e+07, 1.539618e+07, 1.539467e+07, 1.539315e+07, 1.539164e+07, 1.539012e+07, 1.538860e+07, 1.538709e+07, 1.538557e+07, 1.538406e+07, 1.538254e+07, 1.538102e+07, 1.537951e+07, 1.537799e+07, 1.537648e+07, 1.537496e+07, 1.537344e+07, 1.537193e+07, 1.537041e+07, 1.536889e+07, 1.536738e+07, 1.536586e+07, 1.536435e+07, 1.536283e+07, 1.536131e+07, 1.535980e+07, 1.535828e+07, 1.535677e+07, 1.535525e+07, 1.535373e+07, 1.535222e+07, 1.535070e+07, 1.534919e+07, 1.534767e+07, 1.534615e+07, 1.534464e+07, 1.534312e+07, 1.534161e+07, 1.534009e+07, 1.533857e+07, 1.533706e+07, 1.533554e+07, 1.533403e+07, 1.533251e+07, 1.533099e+07, 1.532948e+07, 1.532796e+07, 1.532645e+07, 1.532493e+07, 1.532341e+07, 5.662078e+02, 5.662075e+02, 5.662072e+02, 5.662068e+02, 5.662065e+02, 5.662062e+02, 5.662058e+02, 5.662055e+02, 5.662051e+02, 5.662048e+02, 5.662045e+02, 5.662042e+02, 5.662039e+02, 5.662036e+02, 5.662032e+02, 5.662029e+02, 5.662025e+02, 5.662022e+02, 5.662019e+02, 5.662015e+02, 5.662012e+02, 5.662009e+02, 5.662006e+02, 5.662003e+02, 5.661999e+02, 5.661996e+02, 5.661992e+02, 5.661989e+02, 5.661986e+02, 5.661982e+02, 5.661979e+02, 5.661976e+02, 5.661973e+02, 5.661970e+02, 5.661966e+02, 5.661963e+02, 5.661960e+02, 5.661956e+02, 5.661953e+02, 5.661949e+02, 5.661946e+02, 5.661943e+02, 5.661940e+02, 5.661937e+02, 5.661933e+02, 5.661930e+02, 5.661927e+02, 5.661923e+02, 5.661920e+02, 5.661917e+02
2.900889e+01, 1.539770e+07, 1.539618e+07, 1.539467e+07, 1.539315e+07, 1.539164e+07, 1.539012e+07, 1.538860e+07, 1.538709e+07, 1.538557e+07, 1.538406e+07, 1.538254e+07, 1.538102e+07, 1.537951e+07, 1.537799e+07, 1.537648e+07, 1.537496e+07, 1.537344e+07, 1.537193e+07, 1.537041e+07, 1.536890e+07, 1.536738e+07, 1.536586e+07, 1.536435e+07, 1.536283e+07, 1.536132e+07, 1.535980e+07, 1.535828e+07, 1.535677e+07, 1.535525e+07, 1.535374e+07, 1.535222e+07, 1.535070e+07, 1.534919e+07, 1.534767e+07, 1.534616e+07, 1.534464e+07, 1.534312e+07, 1.534161e+07, 1.534009e+07, 1.533858e+07, 1.533706e+07, 1.533554e+07, 1.533403e+07, 1.533251e+07, 1.533100e+07, 1.532948e+07, 1.532796e+07, 1.532645e+07, 1.532493e+07, 1.532342e+07, 5.662078e+02, 5.662075e+02, 5.662072e+02, 5.662068e+02, 5.662065e+02, 5.662062e+02, 5.662058e+02, 5.662055e+02, 5.662052e+02, 5.662048e+02, 5.662045e+02, 5.662042e+02, 5.662039e+02, 5.662036e+02, 5.662032e+02, 5.662029e+02, 5.662025e+02, 5.662022e+02, 5.662019e+02, 5.662015e+02, 5.662012e+02, 5.662009e+02, 5.662006e+02, 5.662003e+02, 5.661999e+02, 5.661996e+02, 5.661992e+02, 5.661989e+02, 5.661986e+02, 5.661982e+02, 5.661979e+02, 5.661976e+02, 5.661973e+02, 5.661970e+02, 5.661966e+02, 5.661963e+02, 5.661960e+02, 5.661956e+02, 5.661953e+02, 5.661949e+02, 5.661946e+02, 5.661943e+02, 5.661940e+02, 5.661937e+02, 5.661933e+02, 5.661930e+02, 5.661927e+02, 5.661923e+02, 5.661920e+02, 5.661917e+02
2.951330e+01, 1.539770e+07, 1.539619e+07, 1.539467e+07, 1.539315e+07, 1.539164e+07, 1.539012e+07, 1.538861e+07, 1.538709e+07, 1.538557e+07, 1.538406e+07, 1.538254e+07, 1.538103e+07, 1.537951e+07, 1.537799e+07, 1.537648e+07, 1.537496e+07, 1.537345e+07, 1.537193e+07, 1.537041e+07, 1.536890e+07, 1.536738e+07, 1.536587e+07, 1.536435e+07, 1.536283e+07, 1.536132e+07, 1.535980e+07, 1.535829e+07, 1.535677e+07, 1.535525e+07, 1.535374e+07, 1.535222e+07, 1.535071e+07, 1.534919e+07, 1.534767e+07, 1.534616e+07, 1.534464e+07, 1.534312e+07, 1.534161e+07, 1.534009e+07, 1.533858e+07, 1.533706e+07, 1.533554e+07, 1.533403e+07, 1.533251e+07, 1.533100e+07, 1.532948e+07, 1.532796e+07, 1.532645e+07, 1.532493e+07, 1.532342e+07, 5.662078e+02, 5.662075e+02, 5.662072e+02, 5.662068e+02, 5.662065e+02, 5.662062e+02, 5.662058e+02, 5.662055e+02, 5.662052e+02, 5.662048e+02, 5.662045e+02, 5.662042e+02, 5.662039e+02, 5.662036e+02, 5.662032e+02, 5.662029e+02, 5.662025e+02, 5.662022e+02, 5.662019e+02, 5.662015e+02, 5.662012e+02, 5.662009e+02, 5.662006e+02, 5.662003e+02, 5.661999e+02, 5.661996e+02, 5.661992e+02, 5.661989e+02, 5.661986e+02, 5.661982e+02, 5.661979e+02, 5.661976e+02, 5.661973e+02, 5.661970e+02, 5.661966e+02, 5.661963e+02, 5.661960e+02, 5.661956e+02, 5.661953e+02, 5.661949e+02, 5.661946e+02, 5.661943e+02, 5.661940e+02, 5.661937e+02, 5.661933e+02, 5.661930e+02, 5.661927e+02, 5.661923e+02, 5.661920e+02, 5.661917e+02
3.001018e+01, 1.539771e+07, 1.539619e+07, 1.539467e+07, 1.539316e+07, 1.539164e+07, 1.539012e+07, 1.538861e+07, 1.538709e+07, 1.538558e+07, 1.538406e+07, 1.538254e+07, 1.538103e+07, 1.537951e+07, 1.537800e+07, 1.537648e+07, 1.537496e+07, 1.537345e+07, 1.537193e+07, 1.537042e+07, 1.536890e+07, 1.536738e+07, 1.536587e+07, 1.536435e+07, 1.536284e+07, 1.536132e+07, 1.535980e+07, 1.535829e+07, 1.535677e+07, 1.535526e+07, 1.535374e+07, 1.535222e+07, 1.535071e+07, 1.534919e+07, 1.534768e+07, 1.534616e+07, 1.534464e+07, 1.534313e+07, 1.534161e+07, 1.534010e+07, 1.533858e+07, 1.533706e+07, 1.533555e+07, 1.533403e+07, 1.533252e+07, 1.533100e+07, 1.532948e+07, 1.532797e+07, 1.532645e+07, 1.532494e+07, 1.532342e+07, 5.662078e+02, 5.662075e+02, 5.662072e+02, 5.662068e+02, 5.662065e+02, 5.662062e+02, 5.662058e+02, 5.662055e+02, 5.662052e+02, 5.662048e+02, 5.662045e+02, 5.662042e+02, 5.662039e+02, 5.662036e+02, 5.662032e+02, 5.662029e+02, 5.662025e+02, 5.662022e+02, 5.662019e+02, 5.662015e+02, 5.662012e+02, 5.662009e+02, 5.662006e+02, 5.662003e+02, 5.661999e+02, 5.661996e+02, 5.661992e+02, 5.661989e+02, 5.661986e+02, 5.661982e+02, 5.661979e+02, 5.661976e+02, 5.661973e+02, 5.661970e+02, 5.661966e+02, 5.661963e+02, 5.661960e+02, 5.661956e+02, 5.661953e+02, 5.661949e+02, 5.661946e+02, 5.661943e+02, 5.661940e+02, 5.661937e+02, 5.661933e+02, 5.661930e+02, 5.661927e+02, 5.661923e+02, 5.661920e+02, 5.661917e+02
3.050706e+01, 1.539771e+07, 1.539619e+07, 1.539467e+07, 1.539316e+07, 1.539164e+07, 1.539012e+07, 1.538861e+07, 1.538709e+07, 1.538558e+07, 1.538406e+07, 1.538254e+07, 1.538103e+07, 1.537951e+07, 1.537800e+07, 1.537648e+07, 1.537496e+07, 1.537345e+07, 1.537193e+07, 1.537042e+07, 1.536890e+07, 1.536738e+07, 1.536587e+07, 1.536435e+07, 1.536284e+07, 1.536132e+07, 1.535980e+07, 1.535829e+07, 1.535677e+07, 1.535526e+07, 1.535374e+07, 1.535222e+07, 1.535071e+07, 1.534919e+07, 1.534768e+07, 1.534616e+07, 1.534464e+07, 1.534313e+07, 1.534161e+07, 1.534010e+07, 1.533858e+07, 1.533706e+07, 1.533555e+07, 1.533403e+07, 1.533252e+07, 1.533100e+07, 1.532948e+07, 1.532797e+07, 1.532645e+07, 1.532494e+07, 1.532342e+07, 5.662078e+02, 5.662075e+02, 5.662072e+02, 5.662068e+02, 5.662065e+02, 5.662062e+02, 5.662058e+02, 5.662055e+02, 5.662052e+02, 5.662048e+02, 5.662045e+02, 5.662042e+02, 5.662039e+02, 5.662036e+02, 5.662032e+02, 5.662029e+02, 5.662025e+02, 5.662022e+02, 5.662019e+02, 5.662015e+02, 5.662012e+02, 5.662009e+02, 5.662006e+02, 5.662003e+02, 5.661999e+02, 5.661996e+02, 5.661992e+02, 5.661989e+02, 5.661986e+02, 5.661982e+02, 5.661979e+02, 5.661976e+02, 5.661973e+02, 5.661970e+02, 5.661966e+02, 5.661963e+02, 5.661960e+02, 5.661956e+02, 5.661953e+02, 5.661949e+02, 5.661946e+02, 5.661943e+02, 5.661940e+02, 5.661937e+02, 5.661933e+02, 5.661930e+02, 5.661927e+02, 5.661923e+02, 5.661920e+02, 5.661917e+02
3.101147e+01, 1.539771e+07, 1.539619e+07, 1.539468e+07, 1.539316e+07, 1.539164e+07, 1.539013e+07, 1.538861e+07, 1.538710e+07, 1.538558e+07, 1.538406e+07, 1.538255e+07, 1.538103e+07, 1.537952e+07, 1.537800e+07, 1.537648e+07, 1.537497e+07, 1.537345e+07, 1.537194e+07, 1.537042e+07, 1.536890e+07, 1.536739e+07, 1.536587e+07, 1.536436e+07, 1.536284e+07, 1.536132e+07, 1.535981e+07, 1.535829e+07, 1.535678e+07, 1.535526e+07, 1.535374e+07, 1.535223e+07, 1.535071e+07, 1.534920e+07, 1.534768e+07, 1.534616e+07, 1.534465e+07, 1.534313e+07, 1.534161e+07, 1.534010e+07, 1.533858e+07, 1.533707e+07, 1.533555e+07, 1.533403e+07, 1.533252e+07, 1.533100e+07, 1.532949e+07, 1.532797e+07, 1.532645e+07, 1.532494e+07, 1.532342e+07, 5.662078e+02, 5.662075e+02, 5.662072e+02, 5.662068e+02, 5.662065e+02, 5.662062e+02, 5.662058e+02, 5.662055e+02, 5.662052e+02, 5.662048e+02, 5.662045e+02, 5.662042e+02, 5.662039e+02, 5.662036e+02, 5.662032e+02, 5.662029e+02, 5.662025e+02, 5.662022e+02, 5.662019e+02, 5.662015e+02, 5.662012e+02, 5.662009e+02, 5.662006e+02, 5.662003e+02, 5.661999e+02, 5.661996e+02, 5.661992e+02, 5.661989e+02, 5.661986e+02, 5.661982e+02, 5.661979e+02, 5.661976e+02, 5.661973e+02, 5.661970e+02, 5.661966e+02, 5.661963e+02, 5.661960e+02, 5.661956e+02, 5.661953e+02, 5.661949e+02, 5.661946e+02, 5.661943e+02, 5.661940e+02, 5.661937e+02, 5.661933e+02, 5.661930e+02, 5.661927e+02, 5.661923e+02, 5.661920e+02, 5.661917e+02
3.150835e+01, 1.539771e+07, 1.539619e+07, 1.539468e+07, 1.539316e+07, 1.539164e+07, 1.539013e+07, 1.538861e+07, 1.538710e+07, 1.538558e+07, 1.538406e+07, 1.538255e+07, 1.538103e+07, 1.537952e+07, 1.537800e+07, 1.537648e+07, 1.537497e+07, 1.537345e+07, 1.537194e+07, 1.537042e+07, 1.536890e+07, 1.536739e+07, 1.536587e+07, 1.536436e+07, 1.536284e+07, 1.536132e+07, 1.535981e+07, 1.535829e+07, 1.535678e+07, 1.535526e+07, 1.535374e+07, 1.535223e+07, 1.535071e+07, 1.534920e+07, 1.534768e+07, 1.534616e+07, 1.534465e+07, 1.534313e+07, 1.534162e+07, 1.534010e+07, 1.533858e+07, 1.533707e+07, 1.533555e+07, 1.533404e+07, 1.533252e+07, 1.533100e+07, 1.532949e+07, 1.532797e+07, 1.532646e+07, 1.532494e+07, 1.532342e+07, 5.662078e+02, 5.662075e+02, 5.662072e+02, 5.662068e+02, 5.662065e+02, 5.662062e+02, 5.662058e+02, 5.662055e+02, 5.662052e+02, 5.662048e+02, 5.662045e+02, 5.662042e+02, 5.662039e+02, 5.662036e+02, 5.662032e+02, 5.662029e+02, 5.662025e+02, 5.662022e+02, 5.662019e+02, 5.662015e+02, 5.662012e+02, 5.662009e+02, 5.662006e+02, 5.662003e+02, 5.661999e+02, 5.661996e+02, 5.661993e+02, 5.661989e+02, 5.661986e+02, 5.661982e+02, 5.661979e+02, 5.661976e+02, 5.661973e+02, 5.661970e+02, 5.661966e+02, 5.661963e+02, 5.661960e+02, 5.661956e+02, 5.661953e+02, 5.661949e+02, 5.661946e+02, 5.661943e+02, 5.661940e+02, 5.661937e+02, 5.661933e+02, 5.661930e+02, 5.661927e+02, 5.661923e+02, 5.661920e+02, 5.661917e+02
3.201276e+01, 1.539771e+07, 1.539620e+07, 1.539468e+07, 1.539316e+07, 1.539165e+07, 1.539013e+07, 1.538862e+07, 1.538710e+07, 1.538558e+07, 1.538407e+07, 1.538255e+07, 1.538104e+07, 1.537952e+07, 1.537800e+07, 1.537649e+07, 1.537497e+07, 1.537345e+07, 1.537194e+07, 1.537042e+07, 1.536891e+07, 1.536739e+07, 1.536587e+07, 1.536436e+07, 1.536284e+07, 1.536133e+07, 1.535981e+07, 1.535829e+07, 1.535678e+07, 1.535526e+07, 1.535375e+07, 1.535223e+07, 1.535071e+07, 1.534920e+07, 1.534768e+07, 1.534617e+07, 1.534465e+07, 1.534313e+07, 1.534162e+07, 1.534010e+07, 1.533859e+07, 1.533707e+07, 1.533555e+07, 1.533404e+07, 1.533252e+07, 1.533101e+07, 1.532949e+07, 1.532797e+07, 1.532646e+07, 1.532494e+07, 1.532342e+07, 5.662078e+02, 5.662075e+02, 5.662072e+02, 5.662068e+02, 5.662065e+02, 5.662062e+02, 5.662058e+02, 5.662055e+02, 5.662052e+02, 5.662048e+02, 5.662045e+02, 5.662042e+02, 5.662039e+02, 5.662036e+02, 5.662032e+02, 5.662029e+02, 5.662025e+02, 5.662022e+02, 5.662019e+02, 5.662015e+02, 5.662012e+02, 5.662009e+02, 5.662006e+02, 5.662003e+02, 5.661999e+02, 5.661996e+02, 5.661993e+02, 5.661989e+02, 5.661986e+02, 5.661982e+02, 5.661979e+02, 5.661976e+02, 5.661973e+02, 5.661970e+02, 5.661966e+02, 5.661963e+02, 5.661960e+02, 5.661956e+02, 5.661953e+02, 5.661949e+02, 5.661946e+02, 5.661943e+02, 5.661940e+02, 5.661937e+02, 5.661933e+02, 5.661930e+02, 5.661927e+02, 5.661923e+02, 5.661920e+02, 5.661917e+02
