InletTemperature;MassFlowRate;Power;GapPressure;InitialHeatStrTemperature;InletPressure;GapCompositionHe
5.843700e+00;-4.294700e-01;1.110910e+01;-2.302889e-02;0.000000e+00;-1.326263e-01;-6.873400e+00
4.693404e+00;-3.737260e-01;7.940309e-01;0.000000e+00;0.000000e+00;3.310910e-02;-0.000000e+00
-1.565606e-01;2.841911e-02;-3.602324e-02;0.000000e+00;0.000000e+00;1.106587e-02;-5.100986e-12
