time ;tempf 555010000;tempf 555250000;tempf 555500000;htvat 5550001;htvat 5550025;htvat 5550050;httemp 555000101;httemp 555002501;httemp 555005001;cntrlvar 110
8.400670e+01;5.514880e+02;5.589521e+02;5.586280e+02;6.198091e+02;1.354160e+03;5.664315e+02;6.499761e+02;2.040169e+03;5.697610e+02;6.317815e+01
8.450497e+01;5.514879e+02;5.589521e+02;5.586280e+02;6.197062e+02;1.354160e+03;5.662700e+02;6.498260e+02;2.040169e+03;5.695297e+02;6.317750e+01
8.500325e+01;5.514877e+02;5.589521e+02;5.586280e+02;6.196057e+02;1.354160e+03;5.661118e+02;6.496794e+02;2.040169e+03;5.693032e+02;6.317687e+01
8.550739e+01;5.514876e+02;5.589521e+02;5.586280e+02;6.195063e+02;1.354160e+03;5.659551e+02;6.495347e+02;2.040169e+03;5.690789e+02;6.317624e+01
8.600568e+01;5.514875e+02;5.589521e+02;5.586280e+02;6.194105e+02;1.354160e+03;5.658034e+02;6.493949e+02;2.040169e+03;5.688619e+02;6.317564e+01
8.650396e+01;5.514874e+02;5.589521e+02;5.586280e+02;6.193168e+02;1.354160e+03;5.656550e+02;6.492584e+02;2.040169e+03;5.686494e+02;6.317505e+01
8.700811e+01;5.514872e+02;5.589521e+02;5.586280e+02;6.192243e+02;1.354160e+03;5.655079e+02;6.491235e+02;2.040169e+03;5.684390e+02;6.317446e+01
8.750640e+01;5.514871e+02;5.589520e+02;5.586280e+02;6.191350e+02;1.354160e+03;5.653656e+02;6.489933e+02;2.040169e+03;5.682354e+02;6.317389e+01
8.800469e+01;5.514870e+02;5.589520e+02;5.586280e+02;6.190478e+02;1.354160e+03;5.652262e+02;6.488661e+02;2.040169e+03;5.680360e+02;6.317333e+01
8.850298e+01;5.514869e+02;5.589520e+02;5.586280e+02;6.189626e+02;1.354160e+03;5.650898e+02;6.487419e+02;2.040169e+03;5.678408e+02;6.317279e+01
8.900714e+01;5.514868e+02;5.589520e+02;5.586280e+02;6.188784e+02;1.354160e+03;5.649546e+02;6.486193e+02;2.040169e+03;5.676475e+02;6.317225e+01
8.950544e+01;5.514867e+02;5.589520e+02;5.586280e+02;6.187972e+02;1.354160e+03;5.648238e+02;6.485008e+02;2.040169e+03;5.674604e+02;6.317173e+01
9.000374e+01;5.514866e+02;5.589520e+02;5.586280e+02;6.187178e+02;1.354160e+03;5.646957e+02;6.483851e+02;2.040169e+03;5.672773e+02;6.317122e+01
9.050790e+01;5.514865e+02;5.589520e+02;5.586280e+02;6.186394e+02;1.354160e+03;5.645688e+02;6.482708e+02;2.040169e+03;5.670959e+02;6.317072e+01
9.100620e+01;5.514864e+02;5.589520e+02;5.586280e+02;6.185637e+02;1.354160e+03;5.644460e+02;6.481605e+02;2.040169e+03;5.669204e+02;6.317023e+01
9.150451e+01;5.514863e+02;5.589520e+02;5.586280e+02;6.184898e+02;1.354160e+03;5.643258e+02;6.480527e+02;2.040169e+03;5.667485e+02;6.316975e+01
9.200282e+01;5.514862e+02;5.589520e+02;5.586280e+02;6.184176e+02;1.354160e+03;5.642081e+02;6.479475e+02;2.040169e+03;5.665803e+02;6.316929e+01
9.250699e+01;5.514861e+02;5.589520e+02;5.586280e+02;6.183463e+02;1.354160e+03;5.640914e+02;6.478435e+02;2.040169e+03;5.664136e+02;6.316883e+01
9.300530e+01;5.514860e+02;5.589520e+02;5.586280e+02;6.182774e+02;1.354160e+03;5.639786e+02;6.477432e+02;2.040169e+03;5.662523e+02;6.316838e+01
9.350362e+01;5.514860e+02;5.589520e+02;5.586280e+02;6.182101e+02;1.354160e+03;5.638680e+02;6.476451e+02;2.040169e+03;5.660944e+02;6.316795e+01
9.400779e+01;5.514858e+02;5.589520e+02;5.586280e+02;6.181437e+02;1.354160e+03;5.637585e+02;6.475483e+02;2.040169e+03;5.659380e+02;6.316751e+01
9.450610e+01;5.514858e+02;5.589520e+02;5.586280e+02;6.180795e+02;1.354160e+03;5.636526e+02;6.474548e+02;2.040169e+03;5.657867e+02;6.316710e+01
9.500443e+01;5.514857e+02;5.589520e+02;5.586280e+02;6.180168e+02;1.354160e+03;5.635488e+02;6.473634e+02;2.040169e+03;5.656385e+02;6.316669e+01
9.550861e+01;5.514856e+02;5.589520e+02;5.586280e+02;6.179550e+02;1.354160e+03;5.634460e+02;6.472732e+02;2.040169e+03;5.654917e+02;6.316629e+01
9.600693e+01;5.514855e+02;5.589520e+02;5.586280e+02;6.178951e+02;1.354160e+03;5.633466e+02;6.471861e+02;2.040169e+03;5.653496e+02;6.316590e+01
9.650525e+01;5.514855e+02;5.589520e+02;5.586280e+02;6.178368e+02;1.354160e+03;5.632491e+02;6.471010e+02;2.040169e+03;5.652105e+02;6.316552e+01
9.700357e+01;5.514854e+02;5.589520e+02;5.586280e+02;6.177798e+02;1.354160e+03;5.631537e+02;6.470179e+02;2.040169e+03;5.650743e+02;6.316515e+01
9.750776e+01;5.514854e+02;5.589520e+02;5.586280e+02;6.177234e+02;1.354160e+03;5.630593e+02;6.469358e+02;2.040169e+03;5.649395e+02;6.316478e+01
9.800609e+01;5.514853e+02;5.589520e+02;5.586280e+02;6.176691e+02;1.354160e+03;5.629678e+02;6.468566e+02;2.040169e+03;5.648089e+02;6.316442e+01
9.850442e+01;5.514852e+02;5.589520e+02;5.586280e+02;6.176160e+02;1.354160e+03;5.628782e+02;6.467792e+02;2.040169e+03;5.646810e+02;6.316407e+01
9.900861e+01;5.514851e+02;5.589520e+02;5.586280e+02;6.175635e+02;1.354160e+03;5.627895e+02;6.467026e+02;2.040169e+03;5.645544e+02;6.316373e+01
9.950694e+01;5.514850e+02;5.589520e+02;5.586280e+02;6.175128e+02;1.354160e+03;5.627036e+02;6.466288e+02;2.040169e+03;5.644319e+02;6.316339e+01
1.000053e+02;5.514850e+02;5.589520e+02;5.586280e+02;6.174633e+02;1.354161e+03;5.626196e+02;6.465567e+02;2.040169e+03;5.643119e+02;6.316307e+01
