time ;httemp 555000101;httemp 555000201;httemp 555000301;httemp 555000401;httemp 555000501;httemp 555000601;httemp 555000701;httemp 555000801;httemp 555000901;httemp 555001001;httemp 555001101;httemp 555001201;httemp 555001301;httemp 555001401;httemp 555001501;httemp 555001601;httemp 555001701;httemp 555001801;httemp 555001901;httemp 555002001;httemp 555002101;httemp 555002201;httemp 555002301;httemp 555002401;httemp 555002501;httemp 555002601;httemp 555002701;httemp 555002801;httemp 555002901;httemp 555003001;httemp 555003101;httemp 555003201;httemp 555003301;httemp 555003401;httemp 555003501;httemp 555003601;httemp 555003701;httemp 555003801;httemp 555003901;httemp 555004001;httemp 555004101;httemp 555004201;httemp 555004301;httemp 555004401;httemp 555004501;httemp 555004601;httemp 555004701;httemp 555004801;httemp 555004901;httemp 555005001;httemp 555000108;httemp 555000208;httemp 555000308;httemp 555000408;httemp 555000508;httemp 555000608;httemp 555000708;httemp 555000808;httemp 555000908;httemp 555001008;httemp 555001108;httemp 555001208;httemp 555001308;httemp 555001408;httemp 555001508;httemp 555001608;httemp 555001708;httemp 555001808;httemp 555001908;httemp 555002008;httemp 555002108;httemp 555002208;httemp 555002308;httemp 555002408;httemp 555002508;httemp 555002608;httemp 555002708;httemp 555002808;httemp 555002908;httemp 555003008;httemp 555003108;httemp 555003208;httemp 555003308;httemp 555003408;httemp 555003508;httemp 555003608;httemp 555003708;httemp 555003808;httemp 555003908;httemp 555004008;httemp 555004108;httemp 555004208;httemp 555004308;httemp 555004408;httemp 555004508;httemp 555004608;httemp 555004708;httemp 555004808;httemp 555004908;httemp 555005008
5.007694e+00;5.985358e+02;6.406814e+02;6.816767e+02;7.217510e+02;7.617320e+02;8.015140e+02;8.407672e+02;8.793123e+02;9.169213e+02;9.533347e+02;9.883254e+02;1.021691e+03;1.053292e+03;1.083030e+03;1.110654e+03;1.135908e+03;1.158663e+03;1.178849e+03;1.196341e+03;1.211080e+03;1.223015e+03;1.232089e+03;1.238258e+03;1.241491e+03;1.241772e+03;1.239100e+03;1.233490e+03;1.224974e+03;1.213594e+03;1.199409e+03;1.182475e+03;1.162849e+03;1.140638e+03;1.115947e+03;1.088870e+03;1.059640e+03;1.028530e+03;9.956453e+02;9.611251e+02;9.251450e+02;8.879371e+02;8.497086e+02;8.107446e+02;7.711978e+02;7.313668e+02;6.914353e+02;6.509092e+02;6.094026e+02;5.887419e+02;5.887006e+02;5.689025e+02;5.724879e+02;5.761389e+02;5.798354e+02;5.835345e+02;5.871864e+02;5.907749e+02;5.942667e+02;5.976918e+02;6.010315e+02;6.042673e+02;6.073866e+02;6.103979e+02;6.132719e+02;6.159943e+02;6.185533e+02;6.209397e+02;6.231463e+02;6.251684e+02;6.269969e+02;6.286252e+02;6.300496e+02;6.312661e+02;6.322662e+02;6.330460e+02;6.336024e+02;6.339335e+02;6.340386e+02;6.339214e+02;6.335809e+02;6.330162e+02;6.322300e+02;6.312248e+02;6.300008e+02;6.285614e+02;6.269127e+02;6.250617e+02;6.230192e+02;6.208040e+02;6.184078e+02;6.158387e+02;6.131140e+02;6.102450e+02;6.071927e+02;6.039963e+02;6.006853e+02;5.972982e+02;5.938652e+02;5.921006e+02;5.920612e+02
5.504539e+00;5.979500e+02;6.421011e+02;6.850053e+02;7.270079e+02;7.690220e+02;8.109211e+02;8.522985e+02;8.930317e+02;9.328157e+02;9.713874e+02;1.008469e+03;1.043895e+03;1.077578e+03;1.109257e+03;1.138575e+03;1.165385e+03;1.189570e+03;1.210993e+03;1.229611e+03;1.245340e+03;1.258101e+03;1.267815e+03;1.274427e+03;1.277907e+03;1.278239e+03;1.275425e+03;1.269479e+03;1.260429e+03;1.248326e+03;1.233246e+03;1.215274e+03;1.194495e+03;1.170971e+03;1.144794e+03;1.116131e+03;1.085079e+03;1.051965e+03;1.017084e+03;9.805335e+02;9.424727e+02;9.031539e+02;8.627912e+02;8.216972e+02;7.800909e+02;7.382185e+02;6.963376e+02;6.539658e+02;6.105471e+02;5.889451e+02;5.889032e+02;5.688594e+02;5.725891e+02;5.763862e+02;5.802258e+02;5.840598e+02;5.878455e+02;5.915496e+02;5.951718e+02;5.987248e+02;6.021845e+02;6.055349e+02;6.087751e+02;6.118956e+02;6.148699e+02;6.176843e+02;6.203284e+02;6.227954e+02;6.250804e+02;6.271721e+02;6.290661e+02;6.307610e+02;6.322429e+02;6.335055e+02;6.345438e+02;6.353537e+02;6.359324e+02;6.362780e+02;6.363898e+02;6.362682e+02;6.359131e+02;6.353333e+02;6.345263e+02;6.334926e+02;6.322370e+02;6.307586e+02;6.290612e+02;6.271528e+02;6.250425e+02;6.227482e+02;6.202742e+02;6.176202e+02;6.148012e+02;6.118309e+02;6.086899e+02;6.053868e+02;6.019559e+02;5.984438e+02;5.948788e+02;5.930513e+02;5.930152e+02
6.001385e+00;5.974382e+02;6.433417e+02;6.879100e+02;7.316073e+02;7.754300e+02;8.192029e+02;8.624952e+02;9.052050e+02;9.469553e+02;9.874648e+02;1.026467e+03;1.063835e+03;1.099439e+03;1.132781e+03;1.163630e+03;1.191871e+03;1.217324e+03;1.239959e+03;1.259680e+03;1.276349e+03;1.289852e+03;1.300118e+03;1.307112e+03;1.310808e+03;1.311191e+03;1.308260e+03;1.302032e+03;1.292534e+03;1.279801e+03;1.263898e+03;1.244920e+03;1.223013e+03;1.198285e+03;1.170803e+03;1.140662e+03;1.108050e+03;1.073142e+03;1.036374e+03;9.979661e+02;9.580359e+02;9.167990e+02;8.745239e+02;8.315096e+02;7.880679e+02;7.443833e+02;7.007704e+02;6.567949e+02;6.117138e+02;5.892882e+02;5.892463e+02;5.688217e+02;5.726779e+02;5.766022e+02;5.805659e+02;5.845146e+02;5.884194e+02;5.922265e+02;5.959631e+02;5.996270e+02;6.031923e+02;6.066426e+02;6.099921e+02;6.132059e+02;6.162659e+02;6.191594e+02;6.218790e+02;6.244211e+02;6.267723e+02;6.289308e+02;6.308937e+02;6.326441e+02;6.341740e+02;6.354772e+02;6.365490e+02;6.373854e+02;6.379838e+02;6.383417e+02;6.384583e+02;6.383336e+02;6.379693e+02;6.373685e+02;6.365379e+02;6.354797e+02;6.341921e+02;6.326802e+02;6.309426e+02;6.289846e+02;6.268162e+02;6.244509e+02;6.219092e+02;6.191816e+02;6.162802e+02;6.132222e+02;6.100030e+02;6.066072e+02;6.030737e+02;5.994529e+02;5.957734e+02;5.938915e+02;5.938585e+02
6.505759e+00;5.969851e+02;6.444420e+02;6.904806e+02;7.356882e+02;7.811456e+02;8.265926e+02;8.716437e+02;9.161571e+02;9.597143e+02;1.001998e+03;1.042788e+03;1.082021e+03;1.119302e+03;1.154136e+03;1.186448e+03;1.215961e+03;1.242685e+03;1.266514e+03;1.287246e+03;1.304717e+03;1.318869e+03;1.329648e+03;1.337004e+03;1.340906e+03;1.341340e+03;1.338305e+03;1.331816e+03;1.321903e+03;1.308616e+03;1.292018e+03;1.272161e+03;1.249165e+03;1.223242e+03;1.194533e+03;1.163069e+03;1.129025e+03;1.092553e+03;1.054004e+03;1.013855e+03;9.721953e+02;9.292028e+02;8.851894e+02;8.404292e+02;7.953136e+02;7.499984e+02;7.048355e+02;6.594412e+02;6.128953e+02;5.897377e+02;5.896964e+02;5.687884e+02;5.727568e+02;5.767933e+02;5.808661e+02;5.849162e+02;5.889269e+02;5.928268e+02;5.966665e+02;6.004277e+02;6.040872e+02;6.076340e+02;6.110742e+02;6.143700e+02;6.175047e+02;6.204695e+02;6.232614e+02;6.258677e+02;6.282835e+02;6.305130e+02;6.325318e+02;6.343302e+02;6.359012e+02;6.372396e+02;6.383403e+02;6.392003e+02;6.398169e+02;6.401871e+02;6.403096e+02;6.401838e+02;6.398105e+02;6.391926e+02;6.383362e+02;6.372510e+02;6.359348e+02;6.343895e+02;6.326168e+02;6.306168e+02;6.283983e+02;6.259741e+02;6.233666e+02;6.205731e+02;6.175984e+02;6.144633e+02;6.111740e+02;6.076967e+02;6.040736e+02;6.003572e+02;5.965768e+02;5.946475e+02;5.946172e+02
7.002605e+00;5.965959e+02;6.453894e+02;6.926879e+02;7.392099e+02;7.860894e+02;8.329910e+02;8.796059e+02;9.257086e+02;9.708742e+02;1.014749e+03;1.057177e+03;1.098073e+03;1.136773e+03;1.173017e+03;1.206536e+03;1.237293e+03;1.265229e+03;1.290095e+03;1.311651e+03;1.329845e+03;1.344592e+03;1.355836e+03;1.363526e+03;1.367624e+03;1.368108e+03;1.364978e+03;1.358251e+03;1.347969e+03;1.334181e+03;1.316948e+03;1.296359e+03;1.272471e+03;1.245432e+03;1.215539e+03;1.182921e+03;1.147554e+03;1.109732e+03;1.069652e+03;1.027901e+03;9.846860e+02;9.401480e+02;8.945903e+02;8.482911e+02;8.016913e+02;7.549549e+02;7.084534e+02;6.618353e+02;6.140378e+02;5.902478e+02;5.902075e+02;5.687597e+02;5.728248e+02;5.769575e+02;5.811227e+02;5.852607e+02;5.893607e+02;5.933439e+02;5.972731e+02;6.011190e+02;6.048594e+02;6.084933e+02;6.120096e+02;6.153745e+02;6.185745e+02;6.216045e+02;6.244583e+02;6.271201e+02;6.296083e+02;6.318916e+02;6.339562e+02;6.357943e+02;6.373974e+02;6.387614e+02;6.398848e+02;6.407646e+02;6.413981e+02;6.417826e+02;6.419153e+02;6.417916e+02;6.414131e+02;6.407824e+02;6.399039e+02;6.387875e+02;6.374468e+02;6.358695e+02;6.340652e+02;6.320303e+02;6.297687e+02;6.272942e+02;6.246292e+02;6.217786e+02;6.187422e+02;6.155399e+02;6.121890e+02;6.086403e+02;6.049431e+02;6.011451e+02;5.972786e+02;5.953090e+02;5.952813e+02
7.506980e+00;5.962515e+02;6.462305e+02;6.946411e+02;7.423403e+02;7.904917e+02;8.387010e+02;8.867469e+02;9.342974e+02;9.809233e+02;1.026271e+03;1.070257e+03;1.112607e+03;1.152621e+03;1.190134e+03;1.224830e+03;1.256804e+03;1.285846e+03;1.311573e+03;1.333914e+03;1.352777e+03;1.368095e+03;1.379797e+03;1.387816e+03;1.392107e+03;1.392644e+03;1.389423e+03;1.382468e+03;1.371822e+03;1.357551e+03;1.339735e+03;1.318445e+03;1.293785e+03;1.265805e+03;1.234760e+03;1.200982e+03;1.164489e+03;1.125414e+03;1.083964e+03;1.040701e+03;9.960507e+02;9.501030e+02;9.031306e+02;8.554308e+02;8.074760e+02;7.594667e+02;7.117632e+02;6.640613e+02;6.151624e+02;5.908086e+02;5.907695e+02;5.687343e+02;5.728852e+02;5.771028e+02;5.813492e+02;5.855656e+02;5.897366e+02;5.938030e+02;5.978124e+02;6.017344e+02;6.055473e+02;6.092597e+02;6.128434e+02;6.162695e+02;6.195296e+02;6.226207e+02;6.255279e+02;6.282564e+02;6.307999e+02;6.331281e+02;6.352319e+02;6.370987e+02;6.387274e+02;6.401163e+02;6.412615e+02;6.421595e+02;6.428073e+02;6.432024e+02;6.433430e+02;6.432271e+02;6.428491e+02;6.422095e+02;6.413145e+02;6.401716e+02;6.387993e+02;6.371958e+02;6.353592e+02;6.332925e+02;6.309942e+02;6.284756e+02;6.257576e+02;6.228559e+02;6.197652e+02;6.165028e+02;6.130894e+02;6.094829e+02;6.057226e+02;6.018530e+02;5.979106e+02;5.959058e+02;5.958805e+02
8.003827e+00;5.959557e+02;6.469552e+02;6.963179e+02;7.450374e+02;7.942953e+02;8.436494e+02;8.929595e+02;9.417940e+02;9.897095e+02;1.036380e+03;1.081790e+03;1.125413e+03;1.166613e+03;1.205179e+03;1.241019e+03;1.274128e+03;1.304052e+03;1.330569e+03;1.353612e+03;1.373106e+03;1.388964e+03;1.401102e+03;1.409437e+03;1.413912e+03;1.414499e+03;1.411197e+03;1.404027e+03;1.393039e+03;1.378315e+03;1.359942e+03;1.338025e+03;1.312640e+03;1.283897e+03;1.251856e+03;1.216977e+03;1.179472e+03;1.139234e+03;1.096639e+03;1.052033e+03;1.006087e+03;9.588793e+02;9.106520e+02;8.617225e+02;8.125643e+02;7.634520e+02;7.147006e+02;6.660651e+02;6.162264e+02;5.913842e+02;5.913465e+02;5.687125e+02;5.729372e+02;5.772277e+02;5.815433e+02;5.858275e+02;5.900606e+02;5.941992e+02;5.982783e+02;6.022667e+02;6.061429e+02;6.099239e+02;6.135651e+02;6.170453e+02;6.203594e+02;6.235036e+02;6.264586e+02;6.292516e+02;6.318383e+02;6.342042e+02;6.363350e+02;6.382276e+02;6.398821e+02;6.412939e+02;6.424587e+02;6.433726e+02;6.440326e+02;6.444363e+02;6.445820e+02;6.444686e+02;6.440947e+02;6.434523e+02;6.425455e+02;6.413820e+02;6.399766e+02;6.383500e+02;6.364835e+02;6.343879e+02;6.320586e+02;6.295027e+02;6.267378e+02;6.237919e+02;6.206537e+02;6.173393e+02;6.138696e+02;6.102151e+02;6.064012e+02;6.024705e+02;5.984633e+02;5.964287e+02;5.964055e+02
8.500675e+00;5.956976e+02;6.475898e+02;6.977809e+02;7.473969e+02;7.976304e+02;8.480084e+02;8.984557e+02;9.484437e+02;9.975209e+02;1.045407e+03;1.092100e+03;1.136804e+03;1.179138e+03;1.218671e+03;1.255602e+03;1.289695e+03;1.320381e+03;1.347626e+03;1.371339e+03;1.391436e+03;1.407820e+03;1.420363e+03;1.428977e+03;1.433616e+03;1.434252e+03;1.430882e+03;1.423529e+03;1.412238e+03;1.397078e+03;1.378177e+03;1.355652e+03;1.329615e+03;1.300150e+03;1.267315e+03;1.231396e+03;1.192881e+03;1.151657e+03;1.107997e+03;1.062219e+03;1.015082e+03;9.667353e+02;9.173777e+02;8.673552e+02;8.171138e+02;7.670253e+02;7.173500e+02;6.678937e+02;6.172403e+02;5.919680e+02;5.919319e+02;5.686934e+02;5.729828e+02;5.773365e+02;5.817126e+02;5.860562e+02;5.903452e+02;5.945469e+02;5.986876e+02;6.027349e+02;6.066708e+02;6.105095e+02;6.142007e+02;6.177301e+02;6.210952e+02;6.242842e+02;6.272951e+02;6.301346e+02;6.327579e+02;6.351530e+02;6.373076e+02;6.392265e+02;6.409048e+02;6.423374e+02;6.435195e+02;6.444476e+02;6.451184e+02;6.455296e+02;6.456794e+02;6.455670e+02;6.451918e+02;6.445519e+02;6.436368e+02;6.424584e+02;6.410264e+02;6.393719e+02;6.374796e+02;6.353564e+02;6.329995e+02;6.304106e+02;6.276082e+02;6.246196e+02;6.214391e+02;6.180788e+02;6.145600e+02;6.108628e+02;6.070023e+02;6.030188e+02;5.989555e+02;5.968950e+02;5.968738e+02
9.005051e+00;5.954692e+02;6.481534e+02;6.990753e+02;7.494895e+02;8.005975e+02;8.519026e+02;9.033882e+02;9.544264e+02;1.004566e+03;1.053582e+03;1.101410e+03;1.147127e+03;1.190439e+03;1.230957e+03;1.268928e+03;1.303826e+03;1.335251e+03;1.363177e+03;1.387535e+03;1.408228e+03;1.425091e+03;1.438000e+03;1.446888e+03;1.451694e+03;1.452380e+03;1.448941e+03;1.441407e+03;1.429835e+03;1.414298e+03;1.394885e+03;1.371773e+03;1.345102e+03;1.314959e+03;1.281440e+03;1.244593e+03;1.205093e+03;1.163004e+03;1.118377e+03;1.071520e+03;1.023262e+03;9.738657e+02;9.234803e+02;8.724674e+02;8.212427e+02;7.702727e+02;7.197684e+02;6.695837e+02;6.182134e+02;5.925577e+02;5.925233e+02;5.686766e+02;5.730232e+02;5.774329e+02;5.818624e+02;5.862590e+02;5.905985e+02;5.948567e+02;5.990526e+02;6.031532e+02;6.071447e+02;6.110334e+02;6.147700e+02;6.183453e+02;6.217561e+02;6.249852e+02;6.280529e+02;6.309288e+02;6.335847e+02;6.360010e+02;6.381820e+02;6.401256e+02;6.418257e+02;6.432768e+02;6.444745e+02;6.454153e+02;6.460960e+02;6.465142e+02;6.466677e+02;6.465556e+02;6.461780e+02;6.455351e+02;6.446187e+02;6.434285e+02;6.419763e+02;6.402910e+02;6.383773e+02;6.362266e+02;6.338440e+02;6.312261e+02;6.283898e+02;6.253629e+02;6.221445e+02;6.187430e+02;6.151806e+02;6.114449e+02;6.075432e+02;6.035135e+02;5.994008e+02;5.973177e+02;5.972982e+02
9.501898e+00;5.952731e+02;6.486391e+02;7.001863e+02;7.512896e+02;8.031591e+02;8.552798e+02;9.076830e+02;9.596436e+02;1.010728e+03;1.060760e+03;1.109578e+03;1.156220e+03;1.200357e+03;1.241818e+03;1.280724e+03;1.316286e+03;1.348379e+03;1.376948e+03;1.401917e+03;1.423142e+03;1.440428e+03;1.453697e+03;1.462850e+03;1.467810e+03;1.468542e+03;1.465044e+03;1.457340e+03;1.445493e+03;1.429603e+03;1.409759e+03;1.386094e+03;1.358826e+03;1.328075e+03;1.293917e+03;1.256327e+03;1.215913e+03;1.173045e+03;1.127507e+03;1.079743e+03;1.030479e+03;9.801437e+02;9.288543e+02;8.769689e+02;8.248795e+02;7.731345e+02;7.219073e+02;6.710970e+02;6.191150e+02;5.931273e+02;5.930946e+02;5.686620e+02;5.730581e+02;5.775157e+02;5.819910e+02;5.864333e+02;5.908174e+02;5.951254e+02;5.993690e+02;6.035160e+02;6.075571e+02;6.114888e+02;6.152652e+02;6.188818e+02;6.223325e+02;6.256003e+02;6.287155e+02;6.316222e+02;6.343027e+02;6.367413e+02;6.389467e+02;6.409123e+02;6.426312e+02;6.440987e+02;6.453104e+02;6.462624e+02;6.469516e+02;6.473756e+02;6.475325e+02;6.474210e+02;6.470406e+02;6.463928e+02;6.454763e+02;6.442768e+02;6.428101e+02;6.410942e+02;6.391621e+02;6.369864e+02;6.345804e+02;6.319380e+02;6.290715e+02;6.260113e+02;6.227597e+02;6.193224e+02;6.157224e+02;6.119530e+02;6.080159e+02;6.039471e+02;5.997921e+02;5.976898e+02;5.976719e+02
1.000627e+01;5.950997e+02;6.490706e+02;7.011696e+02;7.528851e+02;8.054380e+02;8.582988e+02;9.115306e+02;9.643314e+02;1.016277e+03;1.067267e+03;1.116998e+03;1.164478e+03;1.209362e+03;1.251727e+03;1.291433e+03;1.327626e+03;1.360337e+03;1.389517e+03;1.415081e+03;1.436776e+03;1.454492e+03;1.468107e+03;1.477504e+03;1.482613e+03;1.483393e+03;1.479837e+03;1.471978e+03;1.459878e+03;1.443632e+03;1.423383e+03;1.399220e+03;1.371373e+03;1.340032e+03;1.305261e+03;1.267076e+03;1.225795e+03;1.182140e+03;1.135798e+03;1.087229e+03;1.037041e+03;9.858448e+02;9.337314e+02;8.810538e+02;8.281807e+02;7.757322e+02;7.238552e+02;6.724916e+02;6.199714e+02;5.936879e+02;5.936569e+02;5.686492e+02;5.730891e+02;5.775889e+02;5.821047e+02;5.865880e+02;5.910124e+02;5.953654e+02;5.996519e+02;6.038408e+02;6.079265e+02;6.118965e+02;6.157098e+02;6.193637e+02;6.228511e+02;6.261593e+02;6.293124e+02;6.322468e+02;6.349464e+02;6.374090e+02;6.396371e+02;6.416222e+02;6.433586e+02;6.448414e+02;6.460706e+02;6.470353e+02;6.477285e+02;6.481541e+02;6.483137e+02;6.482026e+02;6.478198e+02;6.471667e+02;6.462450e+02;6.450417e+02;6.435634e+02;6.418235e+02;6.398697e+02;6.376720e+02;6.352434e+02;6.325789e+02;6.296855e+02;6.265949e+02;6.233134e+02;6.198439e+02;6.162103e+02;6.124106e+02;6.084423e+02;6.043391e+02;6.001470e+02;5.980276e+02;5.980114e+02
1.051065e+01;5.949485e+02;6.494478e+02;7.020272e+02;7.542766e+02;8.074330e+02;8.609553e+02;9.149208e+02;9.684766e+02;1.021199e+03;1.073065e+03;1.123589e+03;1.171859e+03;1.217426e+03;1.260621e+03;1.300980e+03;1.337767e+03;1.371065e+03;1.400830e+03;1.426915e+03;1.449068e+03;1.467193e+03;1.481127e+03;1.490760e+03;1.496004e+03;1.496825e+03;1.493222e+03;1.485219e+03;1.472881e+03;1.456314e+03;1.435659e+03;1.411064e+03;1.382670e+03;1.350768e+03;1.315440e+03;1.276733e+03;1.234681e+03;1.190259e+03;1.143229e+03;1.093936e+03;1.042921e+03;9.909415e+02;9.380877e+02;8.846974e+02;8.311299e+02;7.780522e+02;7.255998e+02;6.737552e+02;6.207697e+02;5.942261e+02;5.941970e+02;5.686381e+02;5.731161e+02;5.776526e+02;5.822037e+02;5.867230e+02;5.911832e+02;5.955763e+02;5.999009e+02;6.041271e+02;6.082522e+02;6.122561e+02;6.161029e+02;6.197922e+02;6.233109e+02;6.266619e+02;6.298416e+02;6.328010e+02;6.355178e+02;6.380029e+02;6.402511e+02;6.422540e+02;6.440065e+02;6.455159e+02;6.467642e+02;6.477394e+02;6.484377e+02;6.488578e+02;6.490103e+02;6.488990e+02;6.485143e+02;6.478561e+02;6.469276e+02;6.457222e+02;6.442337e+02;6.424767e+02;6.404990e+02;6.382821e+02;6.358324e+02;6.331478e+02;6.302315e+02;6.271129e+02;6.238046e+02;6.203068e+02;6.166436e+02;6.128170e+02;6.088214e+02;6.046885e+02;6.004644e+02;5.983303e+02;5.983154e+02
1.100750e+01;5.948188e+02;6.497729e+02;7.027634e+02;7.554728e+02;8.091548e+02;8.632601e+02;9.178676e+02;9.720881e+02;1.025504e+03;1.078149e+03;1.129341e+03;1.178324e+03;1.224540e+03;1.268489e+03;1.309385e+03;1.346714e+03;1.380553e+03;1.410870e+03;1.437408e+03;1.460006e+03;1.478499e+03;1.492734e+03;1.502566e+03;1.507915e+03;1.508769e+03;1.505134e+03;1.497021e+03;1.484476e+03;1.467613e+03;1.446583e+03;1.421582e+03;1.392707e+03;1.360280e+03;1.324450e+03;1.285252e+03;1.242567e+03;1.197433e+03;1.149802e+03;1.099832e+03;1.048107e+03;9.954338e+02;9.419237e+02;8.879038e+02;8.337271e+02;7.800941e+02;7.271420e+02;6.748829e+02;6.215008e+02;5.947318e+02;5.947043e+02;5.686284e+02;5.731394e+02;5.777074e+02;5.822888e+02;5.868392e+02;5.913310e+02;5.957590e+02;6.001171e+02;6.043760e+02;6.085358e+02;6.125693e+02;6.164464e+02;6.201671e+02;6.237130e+02;6.271025e+02;6.303047e+02;6.332834e+02;6.360187e+02;6.385244e+02;6.407901e+02;6.428093e+02;6.445873e+02;6.461182e+02;6.473780e+02;6.483617e+02;6.490662e+02;6.494888e+02;6.496299e+02;6.495121e+02;6.491252e+02;6.484626e+02;6.475273e+02;6.463198e+02;6.448223e+02;6.430532e+02;6.410517e+02;6.388181e+02;6.363493e+02;6.336467e+02;6.307103e+02;6.275672e+02;6.242355e+02;6.207130e+02;6.170239e+02;6.131737e+02;6.091544e+02;6.049966e+02;6.007452e+02;5.985985e+02;5.985848e+02
1.151187e+01;5.947040e+02;6.500616e+02;7.034147e+02;7.565328e+02;8.106860e+02;8.653209e+02;9.205081e+02;9.753294e+02;1.029385e+03;1.082740e+03;1.134540e+03;1.184142e+03;1.231006e+03;1.275663e+03;1.317024e+03;1.354854e+03;1.389203e+03;1.420036e+03;1.447012e+03;1.470029e+03;1.488880e+03;1.503383e+03;1.513360e+03;1.518783e+03;1.519666e+03;1.516014e+03;1.507833e+03;1.495127e+03;1.477988e+03;1.456613e+03;1.431201e+03;1.401904e+03;1.368968e+03;1.332659e+03;1.292993e+03;1.249781e+03;1.203974e+03;1.155793e+03;1.105195e+03;1.052818e+03;9.995145e+02;9.454047e+02;8.908117e+02;8.360836e+02;7.819458e+02;7.285484e+02;6.759189e+02;6.221883e+02;5.952182e+02;5.951924e+02;5.686199e+02;5.731602e+02;5.777558e+02;5.823641e+02;5.869423e+02;5.914626e+02;5.959222e+02;6.003104e+02;6.045993e+02;6.087904e+02;6.128508e+02;6.167565e+02;6.205051e+02;6.240761e+02;6.274999e+02;6.307227e+02;6.337170e+02;6.364720e+02;6.389963e+02;6.412784e+02;6.433141e+02;6.451223e+02;6.466656e+02;6.479348e+02;6.489261e+02;6.496365e+02;6.500631e+02;6.502039e+02;6.500687e+02;6.496794e+02;6.490130e+02;6.480709e+02;6.468582e+02;6.453550e+02;6.435761e+02;6.415522e+02;6.393043e+02;6.368169e+02;6.340976e+02;6.311431e+02;6.279778e+02;6.246248e+02;6.210806e+02;6.173680e+02;6.134965e+02;6.094559e+02;6.052765e+02;6.010012e+02;5.988433e+02;5.988307e+02
1.200872e+01;5.946055e+02;6.503106e+02;7.039737e+02;7.574438e+02;8.120062e+02;8.671089e+02;9.228041e+02;9.781548e+02;1.032781e+03;1.086760e+03;1.139103e+03;1.189235e+03;1.236710e+03;1.281989e+03;1.323763e+03;1.362044e+03;1.396870e+03;1.428148e+03;1.455549e+03;1.478948e+03;1.498128e+03;1.512824e+03;1.522905e+03;1.528401e+03;1.529312e+03;1.525641e+03;1.517402e+03;1.504596e+03;1.487240e+03;1.465545e+03;1.439751e+03;1.410076e+03;1.376674e+03;1.339915e+03;1.299814e+03;1.256183e+03;1.209765e+03;1.161094e+03;1.109944e+03;1.056971e+03;1.003110e+03;9.484696e+02;8.933696e+02;8.381568e+02;7.835749e+02;7.297917e+02;6.768420e+02;6.228143e+02;5.956700e+02;5.956458e+02;5.686126e+02;5.731780e+02;5.777974e+02;5.824287e+02;5.870311e+02;5.915765e+02;5.960637e+02;6.004785e+02;6.047936e+02;6.090123e+02;6.130966e+02;6.170283e+02;6.208009e+02;6.243972e+02;6.278478e+02;6.310890e+02;6.340972e+02;6.368706e+02;6.394112e+02;6.417084e+02;6.437698e+02;6.455944e+02;6.471475e+02;6.484249e+02;6.494230e+02;6.501385e+02;6.505688e+02;6.507116e+02;6.505660e+02;6.501677e+02;6.494977e+02;6.485495e+02;6.473297e+02;6.458231e+02;6.440359e+02;6.419921e+02;6.397316e+02;6.372274e+02;6.344929e+02;6.315225e+02;6.283380e+02;6.249663e+02;6.214033e+02;6.176700e+02;6.137797e+02;6.097208e+02;6.055230e+02;6.012275e+02;5.990601e+02;5.990485e+02
1.251310e+01;5.945183e+02;6.505318e+02;7.044682e+02;7.582509e+02;8.131788e+02;8.687076e+02;9.248620e+02;9.806938e+02;1.035843e+03;1.090390e+03;1.143234e+03;1.193838e+03;1.241901e+03;1.287714e+03;1.329885e+03;1.368589e+03;1.403874e+03;1.435557e+03;1.463371e+03;1.487132e+03;1.506599e+03;1.521424e+03;1.531612e+03;1.537181e+03;1.538120e+03;1.534430e+03;1.526129e+03;1.513240e+03;1.495732e+03;1.473741e+03;1.447592e+03;1.417550e+03;1.383717e+03;1.346531e+03;1.306023e+03;1.262036e+03;1.215048e+03;1.165927e+03;1.114274e+03;1.060753e+03;1.006371e+03;9.512488e+02;8.956879e+02;8.400359e+02;7.850517e+02;7.309235e+02;6.776890e+02;6.234009e+02;5.961007e+02;5.960781e+02;5.686062e+02;5.731938e+02;5.778341e+02;5.824859e+02;5.871099e+02;5.916781e+02;5.961901e+02;6.006288e+02;6.049680e+02;6.092116e+02;6.133177e+02;6.172736e+02;6.210679e+02;6.246896e+02;6.281617e+02;6.314200e+02;6.344413e+02;6.372322e+02;6.397875e+02;6.420988e+02;6.441877e+02;6.460229e+02;6.475848e+02;6.488696e+02;6.498739e+02;6.505942e+02;6.510280e+02;6.511727e+02;6.510262e+02;6.506117e+02;6.499378e+02;6.489843e+02;6.477571e+02;6.462472e+02;6.444526e+02;6.423909e+02;6.401187e+02;6.375993e+02;6.348505e+02;6.318657e+02;6.286640e+02;6.252754e+02;6.216952e+02;6.179435e+02;6.140361e+02;6.099608e+02;6.057471e+02;6.014338e+02;5.992578e+02;5.992473e+02
